ID;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;Y
337;129;133144;118;0.730986341;0.96422366;9414;0.937212647;874;1417;9.3;3.7;0
338;1;2385;2;0.580808081;0.814814815;192;0.333333333;2708;28333;1.3;1.3;0
339;0;0;0;0;0;0;0;593;47778;3;1.7;0
340;92;102750;51;0.733768657;0.755002764;17397;0.380850174;11305;18333;20;7.7;0
341;85;42091;67;0.738076923;0.991779736;6286;1;2;3;12;5;0
342;500;61504;220;0.766739854;1;10531;0.933488613;0;0;20.3;6.3;0
343;260;20232;21;0.664689335;0.99543379;4169;0.992424242;596;16780;6.7;3.7;0
344;43;13969;15;0.66064257;0.985507246;400;0.833333333;1167;1893;8;4;0
345;112;29691;16;0.78530466;0.779749104;2319;0.408856333;224;24878;6;4.7;0
346;24;15526;20;0.860351413;0.975630252;5522;0.897710133;174;19957;2.7;1.7;0
347;23;17511;8;0.708624709;0.909502262;11756;0.801436888;2169;67091;1.7;1.3;1
348;5;2940;2;0.416666667;0.5;2613;0.630457381;1293;45074;3;1.7;0
349;0;0;0;0;0;0;0;1843;33361;1.3;1.3;0
350;5;16019;14;0.863019883;0.569520501;1803;0.492217724;1533;17943;2;1.3;1
351;85;5869;10;0.434343434;0.811616162;6878;0.676750433;3930;28500;3.7;3.7;1
352;10;14723;6;0.689692983;0.609649123;4567;0.31176557;3;16498;3;2;0
353;217;26220;45;0.78312544;1;5908;1;69;9149;8.3;3.3;0
354;132;20760;6;0.661976912;0.941919192;650;0.15;0;0;2;1;0
355;63;34342;63;0.747468933;0.987999464;4175;1;0;0;6;4.7;0
356;17;10362;6;0.765079365;0.688888889;1461;0.302083333;1501;2434;4;3;0
357;16;21884;20;0.799267907;0.995098039;14828;0.991832942;134;2380;9.3;8;1
358;374;12503;76;0.745458725;1;2511;1;404;25105;9.7;8.3;0
359;25;39195;31;0.838280915;0.687488565;2356;0.761301168;2389;61112;4.3;3.3;1
360;6;3315;8;0.684204684;0.958485959;31283;0.692460544;0;0;11;8;0
361;249;52858;112;0.733808693;0.995511411;16006;0.995121951;419;679;16;6.7;1
362;1;2160;2;0.777777778;0.501587302;1192;0.504984051;2286;60691;3.7;2.3;0
363;63;14526;14;0.665517658;0.882825351;2064;0.888888889;0;0;5.7;3.3;0
364;59;58590;37;0.856399613;0.75461464;356;0.65;2421;55556;2.3;2;1
365;179;273301;103;0.810450657;0.55935281;17061;0.68280525;487;48389;19.7;6;1
366;29;20759;23;0.725657895;0.98245614;161;1;12;20;5;2.3;0
367;321;75139;96;0.776211339;0.99169318;2728;0.987654321;0;0;8;5.3;1
368;38;11352;13;0.592790469;0.898926008;2514;0.8414422;1832;29774;1.3;1.3;1
369;0;0;0;0;0;0;0;662;22223;1.3;1;0
370;373;70304;125;0.765566126;0.971542003;3136;0.919626594;12;20;9.3;4;0
371;3;2005;4;0.504761905;1;4834;0.979683741;2394;92663;11.3;5;0
372;364;60878;71;0.705982382;1;878;0.20178819;0;0;19.3;8.3;0
373;247;26093;52;0.736928955;0.993959869;2353;1;0;0;9.3;3;0
374;6;7913;4;0.696078431;0.888235294;1394;0.523684211;1705;72995;2.7;2;0
375;26;19801;35;0.78283608;0.975451928;3011;0.939814815;3688;137635;6.3;3;1
376;393;44236;141;0.833406729;0.994594571;7372;0.646936007;8;4794;3;1.7;0
377;10;15679;10;0.743514797;0.39549385;4539;0.287633864;1;2920;3;2.3;1
378;41;15764;9;0.746845747;1;5192;0.997854077;7;4567;6;1.3;0
379;12;13186;13;0.842937175;0.904548486;4736;0.799258109;1079;26189;2;2;1
380;13;5297;12;0.838948491;0.990338164;1652;0.993197279;559;11904;4.7;2.3;0
381;248;30315;37;0.714498664;1;6786;0.818837021;1679;40537;13.7;7;0
382;113;21745;38;0.632659762;0.998236332;1464;0.847535505;0;0;5.3;3.3;0
383;3;2417;2;0.571428571;0.922077922;1346;1;577;39483;1.7;0.7;1
384;12;6832;8;0.923245614;0.94197995;5575;0.862193212;1;8414;4.7;3.7;0
385;13;10072;5;0.857142857;1;7058;1;18;7501;3;0.7;0
386;12;14911;11;0.676368676;0.81023331;1656;0.719628647;7167;83555;4;1.7;0
387;1;543;1;0.333333333;1;11290;0.881932137;1498;28092;12;10;0
388;156;28161;73;0.740336221;0.997333333;18318;0.997509509;8;10744;11;4.3;0
389;50;86451;66;0.707801071;0.967046694;392;0.909090909;13;6077;13.7;6;0
390;212;47522;83;0.884448959;0.983410497;7228;0.6128083;2;6100;8.3;4.3;0
391;52;49145;59;0.748013076;0.920811771;342;1;0;0;1.7;1.7;0
392;22;20476;11;0.910374786;0.677750507;458;1;0;0;4.3;3;0
393;210;62859;86;0.861414351;0.99847793;5844;0.931334854;0;0;11.3;5.3;1
394;1;1060;3;0.714285714;0.916666667;2678;0.526772247;3477;21944;1.7;1.3;0
395;7;4798;2;0.602777778;0.851851852;533;0.416666667;2272;67312;2.3;1.3;1
396;183;29691;160;0.747278077;1;26158;0.998824221;0;0;12;3.3;0
397;307;33058;91;0.827243042;1;10228;0.998964803;241;29413;15.7;7;0
398;14;15413;14;0.570456114;0.671027041;17533;0.840180067;1;4140;10.3;7;0
399;14;15285;8;0.689159892;0.699457995;3767;0.697712418;0;0;2.7;1.7;0
400;252;27091;136;0.837273266;0.99797529;31;0.25;0;0;1.7;1.3;0
401;17;8073;6;0.799439776;0.689915966;3636;0.711662723;1423;59208;2.7;1;0
402;155;33214;87;0.685131349;0.996982988;0;0;0;0;9;2.7;0
403;276;16190;27;0.647895443;0.93112809;9786;0.754575866;0;0;4.3;2.7;0
404;25;17301;19;0.797090452;0.874823246;1022;0.508333333;2011;41111;5;5;1
405;29;18722;18;0.861627101;1;4381;1;990;26358;7.7;4.3;0
406;112;14641;51;0.811363498;1;22210;1;0;0;12.3;7.3;0
407;394;81944;110;0.777519851;0.988738291;27489;0.924891875;113;38487;26;10.7;0
408;25;24417;35;0.707025549;0.921158416;16908;0.67093687;132;214;11.3;5;0
409;208;45924;95;0.639470284;1;7509;0.731818182;0;0;13.3;3.7;0
410;35;10263;27;0.769551751;0.986866327;2722;0.831862248;3319;74524;4;2.7;0
411;122;20970;41;0.951096871;0.904201138;25000;0.683390267;12;20;8;4.7;1
412;0;2320;2;0.616666667;0.4375;550;1;3488;63927;3.3;2;1
413;16;1105;10;0.606044724;0.968553459;0;0;2028;38889;1.7;1.3;0
414;21;7066;33;0.69011544;1;3261;1;3403;149775;17;9.7;0
415;23;9047;4;0.580246914;0.987654321;6939;0.764242903;12358;20040;5.7;2.3;0
416;1011;64398;123;0.683832051;0.99883856;14464;0.995631598;0;0;23.3;5.3;0
417;94;23272;23;0.722051431;0.922760996;2072;0.981981982;2250;22087;3.7;2.3;1
418;13;6733;8;0.775;0.6125;18363;0.812054432;2;8655;4.7;2;0
419;56;31989;48;0.811624707;1;1917;0.797799423;119;193;2.3;1.7;1
420;4;2385;1;0.822222222;0.822222222;1144;0.37164751;3020;23778;2;2;0
421;120;21808;22;0.7013682;1;1089;0.94384058;221;23662;5.7;3.3;0
422;113;33245;47;0.785986473;0.993218951;1619;1;2326;72757;14.7;4.7;0
423;9;6515;12;0.709933436;0.930875576;12206;0.929069669;962;23237;5.7;4.3;0
424;162;23420;39;0.753207244;0.985624123;3531;0.906878307;66;925;8.7;5;0
425;45;44656;64;0.750340832;0.953089539;1542;0.941062802;944;1530;16;6.3;0
426;216;65582;146;0.729759748;0.996466396;16556;0.988274707;0;0;19.3;4;0
427;27;15131;17;0.889741989;0.922138993;2692;0.701465202;170;39842;7.7;3.3;0
428;26;17318;35;0.739845938;0.917760854;17261;0.695224238;0;0;11;4.7;0
429;56;15767;47;0.74018558;0.959274403;10417;0.763691838;86;140;3.3;2;0
430;0;1875;2;0.866666667;0.8;233;1;7606;85602;3.3;2.7;1
431;0;0;0;0;0;0;0;348;28443;1;1;0
432;71;17250;23;0.725822094;0.983421321;5792;0.993827161;0;0;3.3;1.7;0
433;45;11151;18;0.751697531;0.961111111;1811;0.948717949;815;12833;4;2;1
434;46;45099;48;0.710098547;0.985232068;90008;0.998539933;73;23115;26.3;9.3;0
435;3;15250;9;0.801587302;0.427910053;9781;0.321967327;0;0;3.3;2.3;0
436;3;6097;9;0.662973802;1;23761;0.908321048;12;20;9;3.3;0
437;314;228972;67;0.812829765;0.714003909;5297;0.801058201;1094;31673;13;6;1
438;281;15954;10;0.808631275;1;1190;0.995238095;895;31673;5;2.7;0
439;0;122;0;1;1;423;0.6;745;19902;2.3;2.3;0
440;248;35814;122;0.717687626;0.996624216;2100;0.797619048;0;0;5.7;5;0
441;1;5901;3;0.864393939;1;642;0.909090909;1342;43664;2.7;1.7;1
442;91;11400;23;0.65483871;1;957;1;645;35567;5.7;4.7;0
443;47;33573;19;0.656006815;0.877192983;1622;0.941025641;0;0;3.7;3;0
444;19;5528;3;0.608547009;1;378;0.761904762;5269;74199;4.3;1.7;1
445;0;885;1;0.666666667;1;822;0.833333333;448;13000;3.3;2.3;0
446;5;7733;2;1;0.142857143;467;0.5;489;24445;3.3;3;0
447;933;110551;743;0.746917019;0.997832779;16992;0.998062016;810;22936;5.7;3;1
448;29;26195;34;0.863067296;0.820420832;2219;0.440340909;0;0;2.7;2;0
449;471;159778;264;0.789606087;0.991801945;38953;0.926008879;10278;16667;13;6;1
450;1;1547;3;0.783333333;0.966666667;325;1;1837;37501;3.7;2.3;0
451;560;27821;217;0.722068492;0.984913675;21989;0.59127864;19322;31333;18.7;9.7;0
452;163;43719;71;0.80683171;0.948092533;24442;0.88659909;12;20;10.7;5.7;0
453;8;13550;26;0.71521709;0.996296296;18633;0.967539767;0;0;12.3;4.7;0
454;20;16353;6;0.527521761;1;1375;1;21;34;7.3;4.3;0
455;213;35065;13;0.628600679;0.92469403;16556;0.581394681;25;40;5.7;2.3;0
456;192;35385;24;0.790072483;0.962562302;8994;0.884644811;0;0;6.3;3;0
457;21;6331;12;0.813667207;1;3386;1;102;15260;10;2.7;0
458;54;18486;74;0.69694138;0.99513382;5960;0.750733444;12813;20778;12;4;0
459;88;17717;15;0.687464986;0.832142857;6100;0.846030031;12;20;3.3;2.7;0
460;571;25152;39;0.623938679;1;3803;0.861111111;0;0;7.3;5;0
461;116;12991;26;0.838666053;1;13875;0.994505495;185;300;9.7;3.3;0
462;77;11883;20;0.679045093;0.98467433;7694;0.953863183;390;14327;8.7;5;0
463;148;69048;130;0.72248559;0.997313148;10883;0.981717281;0;0;10.7;5.3;0
464;220;20057;19;0.553208376;0.997635934;942;0.51368298;1042;10741;3.3;1;0
465;108;36483;54;0.812523843;1;1342;0.518849206;1755;22714;6;4.7;1
466;0;0;0;0;0;0;0;146;28820;3.7;1.3;0
467;14;25531;18;0.774908425;0.75448718;1794;0.651851852;99;160;4.3;3.3;0
468;0;0;0;0;0;0;0;1683;72224;4.3;1;0
469;361;40704;106;0.761419028;0.982261284;1353;0.936507937;1329;18313;3.7;3;1
470;94;13138;16;0.575883355;0.90602384;8711;0.715097002;1859;11444;6;4;0
471;6;4488;2;0.952380952;0.625;1958;0.151515152;1975;48585;2.7;1.7;1
472;112;7916;10;0.732466171;1;3971;0.997076023;75;6890;5;3;0
473;297;59938;100;0.676120719;0.992730875;5669;0.989583333;435;17083;8;6.3;0
474;834;44090;56;0.696672203;1;867;0.381843972;78;7423;9.3;2;0
475;457;41922;268;0.732914373;0.997823749;13431;0.956355114;12;20;16.7;9.3;0
476;0;0;0;0;0;0;0;87;30520;6;3.3;0
477;119;4537;35;0.920530193;0.997512438;1160;0.881093459;243;5644;3.7;2;0
478;10;8667;6;0.668821375;0.848380378;3131;0.813296904;249;16667;3;2.7;0
479;97;20806;16;0.779127685;1;4006;0.995098039;2;2783;3;2;1
480;27;26913;21;0.709645622;0.103332269;2763;0.082796781;3216;53744;3.3;2.7;0
481;9;13674;10;0.743360297;0.641338052;4100;0.53229906;4777;151693;9.7;3;1
482;5;12337;7;0.702020202;1;11047;0.991573118;5;7955;5.7;4.7;0
483;27;5174;6;0.78015873;1;1944;1;1823;43767;2;1.7;0
484;41;23933;33;0.785204281;0.945143081;23086;0.916349932;2748;61319;6.3;4.3;0
485;110;56609;29;0.687414316;0.811326964;2969;0.36639165;0;0;4.7;3;0
486;1;1414;1;0.666666667;0.666666667;183;1;1258;36996;5;4;0
487;25;39529;19;0.670132438;0.42640179;6403;0.533727985;0;0;6.3;3.7;0
488;130;38984;110;0.624254773;1;4811;0.972272063;260;422;10;3.7;0
489;214;13363;19;0.839840715;0.97979798;1733;0.753480403;8114;67103;8.7;7.3;0
490;223;81013;172;0.732290041;0.950461756;84053;0.965547015;3;10840;17.3;9;0
491;94;45913;23;0.604062701;0.985663082;5264;0.992592593;4480;24281;10;6.3;0
492;19;8559;7;0.440831075;1;5019;0.992907801;359;27393;8.3;4;0
493;151;21292;89;0.732770478;0.99376947;6963;0.999687496;0;0;7;5;0
494;141;49649;81;0.815231547;0.996835443;350;1;0;0;13;6;0
495;1;8995;6;0.938811189;0.458041958;1775;0.587586207;91;147;0.7;0.3;0
496;102;49484;85;0.868366524;0.880134713;6206;0.548894745;0;0;16.3;4.3;0
497;4;4582;4;0.764550265;0.898148148;869;0.627777778;1366;42548;1.7;1;0
498;130;23061;74;0.873818993;0.734654521;408;0.477777778;1435;25636;1.7;1;0
499;25;26883;32;0.764482262;0.804563823;9467;0.842466014;0;0;4.3;3.7;0
500;104;27670;13;0.811056498;0.972002008;26475;0.998252436;1;5099;13.3;2.7;0
501;19;5530;13;0.701298701;1;7947;0.912395164;83;5742;4.3;3;0
502;1;1162;3;0.818181818;1;504;0.722222222;675;31183;1.3;1;0
503;0;220;1;0.666666667;0.666666667;0;0;221;31911;1;0.7;0
504;296;35396;76;0.711716792;0.986657933;981;0.515432099;12;20;8;3.7;0
505;135;13792;18;0.685481334;0.836864961;23675;0.652871192;0;0;13.3;6.7;0
506;127;37348;109;0.672796045;0.998921251;29256;0.999758978;0;0;19.7;4.7;0
507;23;17447;20;0.800892715;0.975703325;10939;0.712064789;836;1355;11;7;0
508;59;29964;30;0.815863647;0.812317398;5053;0.389906542;0;0;5.7;3.7;1
509;15;6632;6;0.681547619;0.940476191;3556;0.822725393;364;18445;6;4.3;0
510;11;6805;7;0.633642931;0.909356725;511;0.849206349;2202;65214;6;3;0
511;90;26663;30;0.768320304;0.980580573;5344;0.976942802;0;0;4.7;1.7;0
512;6;33108;27;0.7818448;0.507274549;19811;0.69966636;0;0;11;6;0
513;5;3238;3;0.796794872;1;2721;0.977269792;868;25972;4.3;2.7;0
514;9;1244;5;0.869766506;1;619;1;1472;17855;2;2.3;0
515;145;2338;8;0.388888889;1;929;0.41025641;3213;23600;2.7;2;0
516;108;55306;53;0.926201722;0.867906947;1053;0.510897436;1544;28611;2;1.7;0
517;69;35317;80;0.741586183;0.995253912;25283;0.959418989;0;0;20;5.7;0
518;128;70966;85;0.717216112;0.864923799;3720;0.881455217;0;0;10.3;6.3;0
519;24;2707;3;0.962962963;0.981481482;100;1;108;26497;1;0.7;1
520;83;34561;27;0.730938332;0.985074627;16761;0.895537425;3061;70001;9.3;3.3;1
521;24;6664;5;0.774621212;1;533;0.958333333;2149;29184;3.7;3;0
522;29;10827;20;0.740134508;0.97037037;9869;0.847983497;3523;63212;9.3;6.7;1
523;111;15593;31;0.554165607;1;14747;1;9;1310;10;4;0
524;5;8660;8;0.666666667;0.516666667;6479;0.72002551;2;6767;3.7;1.3;0
525;96;37738;15;0.759785199;0.886438614;4064;0.784722222;0;0;1.3;1;0
526;24;31876;31;0.684381419;0.899150973;7814;0.647079793;3147;69577;7.7;4.3;0
527;37;22157;27;0.53573729;0.771566598;1794;0.666666667;0;0;2.3;1.7;1
528;1048;52300;58;0.738482385;0.997916667;2261;0.836675021;830;29500;19;12.3;0
529;9;12949;23;0.715703357;0.99086758;7556;0.870525988;0;0;2;1.7;0
530;17;14140;11;0.840736424;0.981244065;3381;0.601424501;462;18327;6;2.3;0
531;46;10580;19;0.523835305;0.988505747;14884;0.984289422;1645;2667;6.3;3.3;0
532;205;45469;144;0.874477589;0.986059258;15264;0.861085266;0;0;5.7;3.7;0
533;165;15598;19;0.738442146;0.966188198;4750;0.947058824;23;3334;9.3;7.7;0
534;2;3052;2;1;0.775;571;0.444444444;347;15056;0.7;0.7;1
535;85;16748;12;0.804258804;1;1606;1;37;60;5;2.7;0
536;80;27605;21;0.728354978;0.994047619;16083;0.692144976;376;21667;10;4.7;0
537;18;28952;35;0.793356176;1;20967;0.98600473;2056;3334;9;4.3;0
538;11;11673;12;0.494172494;1;4189;0.956521739;736;1194;4.3;2;0
539;50;2044;39;0.780704035;0.924694611;278;0.95103206;137;16706;3;2.3;0
540;11;14131;22;0.733605663;1;38305;0.987965699;6;10;21.3;13.7;0
541;208;16958;30;0.736299484;0.995983936;2819;1;33;3463;8.3;4.3;0
542;105;27922;37;0.698522361;0.997701149;5272;1;1;3305;5;2.7;0
543;7;9621;6;0.658312448;0.799498747;3222;0.954621849;858;25497;1.3;1;0
544;46;109503;23;0.874861448;0.426041472;3050;0.928571429;0;0;2;1.3;1
545;39;14299;17;0.748118754;0.914315109;922;0.888888889;1232;1998;5;2.3;0
546;30;69630;39;0.787344511;0.630151168;28908;0.423267613;0;0;24.7;13;0
547;17;24970;23;0.872137783;1;7661;1;0;0;7.3;4.3;0
548;103;44966;55;0.844353109;0.963681722;1122;0.468744607;2351;33966;4;2;1
549;18;27717;40;0.80153332;0.970134073;1806;0.962962963;0;0;1.7;1.7;0
550;129;32382;50;0.725564468;0.976139882;350;0.711111111;0;0;4.7;2;0
551;193;7354;16;0.789705882;0.894607843;670;0.90894201;774;31844;3.7;2.7;0
552;58;7712;8;0.740800866;0.959054834;2322;0.513252086;697;14992;3;1.7;1
553;205;28144;51;0.78455987;1;14573;0.998822144;0;0;11.3;2.7;0
554;111;70085;107;0.771768803;0.925491149;3642;0.876027676;0;0;12;5.7;0
555;130;70604;34;0.758453161;0.794089437;1800;0.607437458;659;46182;4.7;2.7;0
556;112;29670;17;0.814905694;0.958467822;2447;0.893270945;0;0;4.7;3.7;0
557;697;35149;280;0.763625829;0.976173395;11353;0.60539559;4082;56634;6;3;0
558;19;21197;5;0.753968254;0.888888889;3336;0.605123015;258;16667;5.3;4;0
559;10;4484;2;0.655555556;1;514;1;1396;40543;3.7;2.3;0
560;11;25296;21;0.694796238;0.991111111;0;0;0;0;6.7;5;0
561;0;712;0;1;1;0;0;733;54526;2.3;1;1
562;32;11410;12;0.764337917;0.92627689;4628;0.788087867;4143;36976;5.3;2.7;0
563;67;79088;27;0.750768279;0.995670996;789;1;5;17198;8.3;3.7;0
564;21;17682;23;0.709648842;0.577215412;4044;0.50635127;715;1160;4;2;1
565;79;32438;34;0.733171341;1;10453;0.773743017;301;21719;4.3;4;0
566;18;2246;2;0.666666667;0.888888889;1558;0.63413718;532;26441;2;1.3;0
567;105;40112;106;0.831887218;0.985975283;5642;0.962450593;0;0;7.3;4;1
568;3;4124;2;0.583333333;1;43436;0.934376547;0;0;3;2.3;0
569;305;38685;311;0.715585977;1;2569;1;12;20;4.7;4.3;0
570;2;5247;3;0.958333333;0.805555556;1478;0.825396825;685;22170;4.3;2;0
571;353;86686;329;0.749623102;0.971106603;24178;0.870591001;0;0;9;3;1
572;136;35638;29;0.758884825;0.954882155;4636;0.948372596;1055;43557;6.7;4;0
573;233;47206;125;0.690778778;0.884105747;3839;1;24;2088;10.3;6.3;0
574;13;13046;11;0.834325633;0.667460507;3400;0.846455914;10566;69444;4.3;2.7;1
575;100;40894;86;0.752404578;0.976154935;850;0.771794872;0;0;10.7;4.7;0
576;52;14593;34;0.702138383;1;1067;1;0;0;1;0.7;0
577;559;21520;47;0.678502184;1;7531;0.984683156;1590;2578;5.3;3.7;0
578;18;6098;11;0.264814815;0.844708995;5915;0.77971496;230;11334;4.7;3.7;0
579;20;7336;6;0.851478495;0.979166667;4019;0.82185096;237;13051;5;2.7;0
580;235;32824;72;0.793304537;0.982317447;5028;0.931965257;564;12000;7.7;4;1
581;158;15781;37;0.693356927;0.988399813;146;1;0;0;5.3;2;0
582;95;4520;51;0.738204714;0.954421822;4481;0.876912937;1091;24103;3.3;2;0
583;28;29383;17;0.870372818;0.879153635;1775;0.750140056;6953;54111;5;1.3;1
584;28;4003;16;0.689875731;0.789930556;1707;0.927365611;368;22898;3.3;1.7;1
585;458;55948;167;0.717210154;0.994318763;3119;0.96969697;691;17074;9;5;1
586;4;4556;2;0.866666667;0.833333333;1531;0.986111111;2632;20000;1;1;1
587;369;41558;101;0.815728362;0.998679868;1217;0.328461081;621;13124;7.3;4.3;1
588;59;12879;20;0.694382421;1;944;0.65034965;975;15121;4.7;3.3;0
589;10;13040;12;0.707647574;0.73195338;22931;0.544138663;0;0;14;8.3;0
590;10;19371;26;0.712294361;0.853526779;14969;0.616072722;0;0;4.3;2.3;0
591;45;23412;21;0.883914891;0.674962221;500;0.472222222;10586;59490;3.3;2;1
592;57;3097;4;0.783908046;1;7541;0.999915761;236;11792;6.3;2.3;0
593;26;16870;9;0.660047281;0.948463357;10567;0.800475838;156;253;6;3;0
594;47;21748;28;0.734431901;0.931669715;1411;0.637983092;0;0;7.3;5.3;0
595;481;30374;66;0.710604896;1;1625;1;1;2600;3.7;1.7;1
596;506;18628;14;0.643432758;0.983333333;11417;0.998838056;736;11778;8;4.7;0
597;8;14835;18;0.661648454;0.940801881;8106;0.809041835;12;20;4.3;1.7;0
598;174;29436;129;0.855480825;0.953585474;5778;0.774458421;0;0;10.3;6;0
599;0;0;0;0;0;388;1;553;23056;1.3;1;1
600;28;40570;25;0.740924165;0.947446907;564;0.844444444;0;0;7;3;0
601;25;26748;32;0.794853809;0.946767814;3950;0.86197475;351;569;4;1.7;0
602;124;83436;36;0.906941864;0.895465337;494;1;1540;49051;2.3;1.3;1
603;37;33745;19;0.74182231;0.937944042;1561;0.667791273;1217;18111;1.7;1.3;1
604;132;53434;138;0.852673153;0.994083721;7742;0.796985798;0;0;6.7;5.3;0
605;129;18593;16;0.609152542;0.958115416;3836;0.635881008;3262;17847;2.3;1.7;1
606;22;26153;24;0.793007293;0.797583298;4375;0.54980108;0;0;8.7;4;0
607;36;19758;10;0.704570792;0.677591973;23106;0.770027444;0;0;5.3;1.7;0
608;65;83243;50;0.874712874;0.802755081;12269;0.723804477;3636;5897;3.7;3;0
609;135;55852;31;0.75575515;0.714825329;1758;0.536732456;0;0;12.3;3.7;0
610;132;11251;25;0.944021251;1;558;1;5;1034;4.7;2.7;0
611;9;28668;37;0.665458442;1;3597;1;0;0;8;4;0
612;123;12243;21;0.630997475;1;3850;0.973544974;1047;33484;5;5;0
613;0;91;0;1;1;68;1;365;15129;1;0.3;1
614;473;53323;142;0.739251328;1;2281;1;0;0;7.3;5.3;0
615;323;115850;177;0.8153325;0.999417249;25944;0.841712329;62;100;10.3;3.7;1
616;89;42144;31;0.731927996;1;0;0;0;0;12.3;5;0
617;269;53566;38;0.781885432;1;9525;1;0;0;14.3;4;0
618;24;42226;16;0.664595104;1;39328;0.989746692;441;41908;15;12.3;1
619;27;38449;25;0.835846478;0.48544036;156;0.666666667;1845;82322;1.7;1.3;1
620;184;128955;103;0.780801537;0.96176898;3569;0.805517399;1362;38374;9.7;2.3;0
621;101;21310;50;0.673255961;0.98392617;3392;0.819640153;0;0;9;4.7;0
622;142;49783;61;0.713609853;1;371;1;0;0;6.3;3.7;0
623;29;11237;17;0.647950938;1;12367;0.979710145;34;11707;7.7;4.7;0
624;10;21753;8;0.764251208;0.374879227;733;0.125;30;27849;1.7;0.7;0
625;514;9852;27;0.725748868;1;2082;1;37;60;3.3;2.3;0
626;2;3109;3;0.747222222;0.713888889;2439;0.761835749;1499;16000;3.7;3;0
627;23;10715;4;0.848214286;0.778769841;1122;0.570707071;736;39028;2.3;2;0
628;88;22444;22;0.72999223;0.874292374;6275;0.576607268;2479;37072;3.3;2.3;1
629;182;112602;71;0.737283319;0.970659278;5425;0.936724566;20;10241;5;3;0
630;25;43600;33;0.814744419;0.98170194;10483;0.996969697;0;0;4;1.3;1
631;8;13780;15;0.757878788;0.855656566;6239;0.658511518;0;0;3;1.3;0
632;9;20694;25;0.68471575;0.91086949;24753;0.934074385;0;0;9.3;2.3;0
633;85;25897;43;0.776742549;0.933183517;13628;0.830515278;78;127;11.7;3.7;0
634;306;48398;73;0.7548232;0.97181699;4900;0.765217391;1799;28544;4.3;3;0
635;29;21633;26;0.784482014;0.591651259;1247;0.285714286;3531;33848;6.7;3.7;0
636;11;13894;10;0.710223267;0.957657658;2592;0.681280525;0;0;5.3;2.3;0
637;179;19559;59;0.750719854;0.79616838;24758;0.858139217;0;0;23;11.3;0
638;36;1246;41;0.650432166;1;821;0.888888889;1838;50700;4;3.3;0
639;29;7642;13;0.77493862;0.993710692;8425;0.989283409;19;9706;6.3;3;0
640;0;324;1;0.833333333;1;144;1;2100;37363;1;1;1
641;248;49423;47;0.703744096;0.979733817;3639;0.985815603;0;0;8;2.3;0
642;104;10952;16;0.556201116;1;5820;0.972433816;20;3067;5;3.3;0
643;82;22885;31;0.82224539;0.996855346;1425;0.885547201;3254;30556;1.7;1;0
644;2;5714;7;0.726631393;0.52292769;7803;0.328926691;1902;32979;3.3;2.7;0
645;202;82298;147;0.741121841;0.858231397;5867;0.813765736;1485;36044;6.3;3;0
646;0;0;0;0;0;275;0;18413;81689;3.7;2.7;0
647;26;3054;8;0.811222594;0.918989223;2916;0.988198198;709;12234;4.3;3;0
648;147;45122;78;0.696215736;0.862828737;35928;0.783518477;0;0;18;6.3;1
649;35;16821;50;0.750228736;0.99881376;7300;0.982206916;0;0;9;4.3;0
650;75;48512;50;0.698532046;0.988962472;906;0.651282051;0;0;15.3;6;0
651;8;11219;8;0.378446115;0.681704261;4517;0.677419355;423;9668;3;2.3;0
652;19;16455;18;0.69499179;0.596502907;1466;0.337037037;3505;27880;3.3;3;0
