ID;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;Y
26272;51;8529;5;0.741666667;0.894444444;4697;0.903846154;404;19885;7;5.7;0
26273;32;29339;19;0.813991979;0.707343171;3967;0.690192548;1;100;4.7;3;0
26274;267;75366;234;0.783044522;0.945926555;2019;0.980392157;0;0;5.7;2.3;1
26275;26;43962;31;0.681899921;0.905929038;708;0.641666667;6580;90465;3.7;2.3;0
26276;45;6567;6;0.808812261;0.915517241;6436;0.23624781;659;14333;4.3;2.3;0
26277;59;29070;33;0.836821753;0.991561181;2953;0.548570893;1;2594;9.7;5.7;0
26278;52;51466;48;0.834267954;0.887212993;3444;0.946703297;1;3730;6.3;3.3;0
26279;32;22158;19;0.753921569;1;22055;1;754;1223;11;9;0
26280;54;24556;17;0.767460318;0.994444444;900;0.569327731;0;0;4.7;3.7;0
26281;202;26760;29;0.715424613;1;183;1;23;37;7.3;3;0
26282;79;27738;70;0.759249077;0.910818585;22061;0.364395068;2;135;16;7.7;0
26283;0;814;0;1;1;1742;1;111;16326;1;1;1
26284;9;15711;6;0.827380952;1;1739;1;404;53504;9.3;3.7;0
26285;38;23489;22;0.733843391;0.810981801;3839;0.514316553;0;0;7.7;5.7;0
26286;391;26364;52;0.724950846;1;5978;1;1;2960;11.7;8;0
26287;0;706;1;0.888888889;1;29108;0.998249936;0;0;17.7;3.7;0
26288;172;19662;87;0.711580406;0.973157067;23908;0.810220479;19048;30889;8.7;5;0
26289;54;19528;36;0.571531491;0.853327392;4364;0.908860827;0;0;9;4;0
26290;11;17293;26;0.764911176;0.966099842;356;1;0;0;2.7;1.3;0
26291;293;46341;40;0.802475231;1;6825;0.992156863;1232;34470;8.7;6;0
26292;113;51688;79;0.71495406;0.964398902;8250;0.597610542;0;0;12.7;4;0
26293;2;6616;9;0.759757069;1;20322;1;0;0;3.3;2.7;0
26294;72;23058;27;0.760933493;0.993527508;1758;0.960470086;0;0;5.7;2.3;0
26295;3;5006;5;0.72010582;0.433862434;1603;0.787878788;686;23468;3.7;2.3;1
26296;17;17786;17;0.7071185;0.738150043;714;0.722222222;138;8434;6.3;4.3;0
26297;28;19715;40;0.778025852;0.998188406;9152;0.644568631;0;0;10.7;7.3;0
26298;26;34041;28;0.799758561;0.676676495;417;0.75;1;4800;5.3;2;0
26299;55;12496;25;0.584647187;0.919216905;11381;0.9280802;490;16667;4.7;2.7;0
26300;239;42617;27;0.717632802;0.959729571;1444;1;781;28439;4;2.3;1
26301;0;368;1;0.444444444;1;4138;0.773126687;700;30756;6.7;4.3;0
26302;13;5923;6;0.786019536;0.983333333;10347;0.890841262;2504;4060;5;3.3;0
26303;48;35386;32;0.801870275;0.979149055;4500;0.882385362;0;0;3;2;0
26304;71;22518;60;0.625746867;0.983533629;4730;0.952907224;0;0;4.7;2.7;0
26305;72;11322;28;0.765004263;0.96483376;561;0.884248592;1000;45857;2;1.7;1
26306;4;8563;4;0.855555556;0.5;661;0.6;2083;68663;2.7;1.7;1
26307;16;15756;18;0.826508656;1;5003;0.994791667;269;14622;7.7;3.7;0
26308;2;3576;4;0.648809524;0.545634921;1928;0.533193473;1589;49004;1.7;1.7;1
26309;387;9133;24;0.518447372;0.899596169;2775;0.561340457;990;31275;8;4.3;0
26310;1;485;0;0.5;1;0;0;1823;64715;2.7;2;0
26311;94;48078;52;0.716472754;0.944113332;75779;0.956345548;68;4440;3.7;3.3;0
26312;0;507;1;0.8;0.933333333;14989;0.90667464;615;13806;11.7;5.7;0
26313;1;2578;6;0.78030303;1;13047;1;597;33215;8;4.7;0
26314;348;18011;38;0.667459655;1;3992;1;12;19;8;5.3;0
26315;150;35057;53;0.810487466;0.84612113;2164;0.826767677;0;0;4.3;1.7;1
26316;429;54567;152;0.805970043;0.99846557;6425;0.944946446;0;0;2.7;1.3;1
26317;0;407;0;1;1;942;0.880392157;5113;67538;3;1.7;0
26318;7;2601;3;0.75;0.733333333;1192;0.758333333;357;14196;2.3;3.3;0
26319;7;11593;9;0.728490029;0.927920228;8186;0.959939628;0;0;4;2.7;0
26320;112;126640;45;0.728789914;0.941663746;20686;0.947046744;204;29461;9.3;5.3;0
26321;16;36292;26;0.76862386;0.886551031;229;0.333333333;0;0;2.7;2.3;0
26322;108;34698;31;0.772383554;0.946227929;3433;0.769230769;0;0;7;3.3;0
26323;126;13058;23;0.582922705;1;1353;1;20;33;6.7;5;0
26324;9;20710;12;0.761670185;0.862538119;4361;0.779624924;1183;10127;4;2.3;1
26325;0;1547;2;0.666666667;1;5514;0.819978827;17;15199;7;3.3;0
26326;124;176825;91;0.636689722;0.764493044;594;0.944444444;0;0;2;3;0
26327;331;39888;157;0.744554905;0.993552834;1158;1;0;0;19.7;4.7;0
26328;171;17694;84;0.768777001;0.98767923;6856;0.987991824;0;0;6.3;3.7;0
26329;104;24595;43;0.881419341;0.995983936;2103;0.916666667;10;6462;7.3;5.7;0
26330;0;0;0;0;0;100;1;1136;35356;2.3;1.7;0
26331;1;895;1;0.666666667;0.888888889;413;1;1991;37500;1;0.7;0
26332;46;24804;40;0.836527373;1;2222;0.806319291;0;0;5;2.7;0
26333;3;3096;5;0.530769231;0.746153846;292;0.416666667;3136;36958;2;1.7;0
26334;65;19452;71;0.804599523;0.999099099;2517;1;0;0;12.7;7;0
26335;320;96611;127;0.850874528;0.951260717;2619;0.458809524;0;0;4.7;1.7;1
26336;157;17353;8;0.555555556;0.927536232;16789;0.284433609;468;41578;8.7;5;0
26337;421;70896;77;0.78940234;0.980883108;8975;0.758504652;1233;2000;12.7;7.3;0
26338;143;1919;69;0.638812509;1;1292;0.96969697;760;22486;3.7;3;0
26339;37;21310;45;0.823618407;1;4858;0.995726496;12;20;4;3.3;0
26340;301;58880;103;0.771498331;0.993753657;7392;0.912648498;123;200;21.3;5.7;0
26341;299;17486;22;0.775923023;0.996212121;6381;0.739066043;0;0;7.3;2;0
26342;1108;43187;66;0.791594889;1;10286;1;0;0;12.3;5.7;0
26343;256;37958;135;0.789779768;0.992857541;558;0.196161616;0;0;2.3;1.7;0
26344;113;53758;61;0.677183416;0.997187061;1222;0.989247312;2;9236;9;2.3;0
26345;102;9775;28;0.62961743;0.961904762;22839;0.919945381;25;40;13;4.7;0
26346;101;67185;44;0.737171811;1;18042;1;5139;8334;11.3;5.7;0
26347;19;49337;43;0.763225139;0.911857425;3608;0.896983941;25;40;9.3;2.7;0
26348;38;61411;59;0.737421539;0.883404438;27483;0.852281487;2779;104970;25.3;12.7;0
26349;21;22498;8;0.772222222;0.983333333;2361;0.974358974;2;6667;7.3;1.3;0
26350;205;19169;31;0.632093053;0.983710734;15772;0.931197803;527;34525;9.7;5.7;0
26351;172;12980;65;0.542948418;1;11097;0.999570447;1381;43639;12.7;5.7;0
26352;46;8992;15;0.746411483;0.958333333;2945;0.84832244;407;22985;8;4.7;0
26353;24;55809;25;0.863043327;0.944169321;5169;0.894579526;12;20;5;2.3;0
26354;174;34856;30;0.719553885;0.845032582;2269;0.330808081;0;0;10;5.7;0
26355;55;31627;18;0.702092272;0.904025637;556;0.211387632;0;0;10.3;7.7;0
26356;41;16728;24;0.765936024;0.624238914;3956;0.705225199;339;17927;2.3;0.7;1
26357;186;14709;36;0.659403567;0.994128205;13743;0.783358812;2275;63549;13.3;9;0
26358;36;15141;10;0.717592593;0.847222222;189;0.566666667;1680;38525;1.7;1.3;1
26359;55;18856;41;0.732369759;0.996941896;6439;1;0;0;7.7;3.3;0
26360;18;12737;12;0.829761905;0.886507937;1589;0.966666667;0;0;1.3;1;1
26361;201;43440;100;0.755173954;0.990231616;26677;0.934734559;3;676;24.7;7;0
26362;18;17941;24;0.816532357;0.910484331;5292;0.561770322;1;3980;5.7;2;1
26363;11;27772;8;0.83995098;0.720098039;4697;0.82019836;683;25868;3.7;3;1
26364;119;11091;20;0.848216221;0.962990748;6211;0.859254535;0;0;5.3;2.3;0
26365;177;44776;131;0.73150512;1;7217;1;0;0;14.7;4.3;0
26366;86;60175;71;0.779316371;0.82544549;2144;0.761818496;2;6295;4.7;3.3;0
26367;49;17356;10;0.808922559;1;3319;0.744955902;0;0;8.7;3.7;0
26368;105;21387;38;0.82514245;0.982193732;1347;0.774074074;28;449;7;5;0
26369;57;35878;40;0.634273764;1;1889;0.623133478;0;0;16;4.7;0
26370;29;14987;16;0.792561205;0.990740741;8461;0.976704185;1005;1630;5.7;2;0
26371;28;7142;4;0.541666667;0.979166667;336;0.875;324;26723;3.3;3;1
26372;102;112970;54;0.718012185;0.97975283;19186;0.939084801;0;0;26.7;7.7;0
26373;25;10647;18;0.793775837;0.952415343;10256;0.749055075;78;10035;11.3;2.7;0
26374;186;39956;136;0.760878504;1;3464;1;0;0;12;9.7;0
26375;672;31077;91;0.714287875;0.997633621;8836;0.662443778;7;7165;21;7;0
26376;932;37385;75;0.783133191;0.990301994;5111;0.678439153;1622;2630;13.7;6.7;0
26377;9;16846;11;0.692592593;0.635465769;4233;0.329513889;45;5000;5.3;3.7;0
26378;148;67560;119;0.75239183;0.989837024;8528;0.718458909;0;0;12.3;9;0
26379;1;5256;3;0.950089127;0.280748663;956;0.712121212;1246;44304;1.7;1.3;1
26380;160;152832;137;0.807426275;0.81007668;20161;0.707489617;2261;35901;5.3;3;0
26381;52;22815;9;0.771654007;0.820261438;1319;0.551226551;3;8828;2.7;2;1
26382;34;24428;26;0.769346269;0.974358974;6806;0.803796417;0;0;3.7;1;1
26383;13;32832;15;0.584063062;0.992753623;2614;0.992063492;0;0;3;2.3;0
26384;207;22804;48;0.706460596;0.946290563;4333;0.938317649;1542;2500;5;2.3;0
26385;30;24434;18;0.597193482;0.813766809;1372;0.753353973;477;28956;5;1.3;1
26386;1;2561;4;0.702898551;1;421;1;455;22732;2;1.3;1
26387;10;7054;9;0.696546864;0.599201316;3773;0.735468829;1534;27399;6.3;5.7;0
26388;435;40218;171;0.695090259;1;10330;1;0;0;7.3;7.3;0
26389;363;62187;78;0.738047614;0.997685185;1858;0.836707153;41;67;24;4;0
26390;103;14515;58;0.769085635;0.992324805;2033;1;1082;14454;4.7;3.3;0
26391;44;5951;5;0.769191919;0.977777778;3256;0.886583125;3146;77033;5.3;3.7;1
26392;128;23225;83;0.775311446;1;4683;0.993464052;209;4200;8.3;4.3;0
26393;62;12189;21;0.708145045;0.931140119;1131;0.931988496;4218;63752;4;2.3;0
26394;62;19607;22;0.71965812;0.865811966;4263;0.752941177;5;8;5.3;2.3;0
26395;271;28314;24;0.757557998;0.99;9078;0.668715544;665;39008;12.3;4.7;1
26396;25;21152;14;0.730832697;0.982216439;5197;0.76780994;2;5880;5;3.3;0
26397;26;32806;37;0.851431427;0.8870953;1700;0.568333333;12;20;1.7;1;0
26398;13;24525;15;0.775273734;0.812562212;6206;0.862091503;0;0;8.7;2;0
26399;6;5474;4;0.944444444;0.895969499;26400;0.905921219;71;17620;7.3;3.7;1
26400;25;19370;11;0.823214286;0.807142857;4069;0.762723271;423;24037;8.7;3.7;0
26401;29;13767;20;0.805407526;0.992063492;4269;0.913556619;1940;36779;2.3;1.7;0
26402;0;0;0;0;0;0;0;646;20834;1;0.3;0
26403;128;20538;57;0.745084479;0.965481518;19119;0.798551469;154;250;7;3.7;0
26404;19;26095;11;0.632154882;1;2131;1;0;0;4;2.7;0
26405;30;21706;25;0.831807082;1;2247;1;14;6821;11;6;0
26406;68;61400;37;0.77760181;0.989102564;6028;1;99;160;9.7;7;1
26407;42;17708;29;0.781456044;0.783547009;10767;0.471565508;0;0;2.3;1.7;0
26408;160;14599;56;0.818268124;0.995934959;17156;0.902519579;0;0;0.7;0.7;1
26409;22;17338;27;0.729306084;0.983535549;23333;0.827290896;4513;59730;13.7;6.3;0
26410;50;22472;14;0.720075148;0.72893183;4994;0.643189369;1697;36081;4.7;3.7;1
26411;848;70711;197;0.73102232;0.99713158;875;0.952380952;0;0;16.7;5.3;1
26412;44;13332;22;0.856198004;0.991561181;1086;0.614219114;2730;21359;2.7;1.3;0
26413;14;10412;11;0.671550672;1;1750;0.856060606;48;22529;5.7;5.3;0
26414;20;33179;13;0.748295194;0.488576418;2103;0.63974359;846;45421;5.3;2;0
26415;180;17859;90;0.803001428;0.969314586;1286;0.396431798;8736;14167;9.3;5.7;0
26416;16;17377;20;0.723433322;0.981377624;1917;0.231272626;0;0;6;1.3;0
26417;26;36034;31;0.760766282;0.851145816;17158;0.609408565;214;17334;12;8;0
26418;716;86389;134;0.804082753;0.973764567;13825;0.613437264;0;0;21.7;6;1
26419;109;41787;39;0.819414064;0.956046578;5633;0.599385868;0;0;11;5.3;0
26420;153;40481;36;0.768940442;0.98326114;10550;0.970003778;123;200;11.7;4;0
26421;193;32784;59;0.737823912;0.991640374;1044;1;0;0;10;9.3;0
26422;171;27075;47;0.700223679;1;2953;0.978494624;495;802;12.3;6.7;0
26423;12;18915;31;0.687493298;0.997668998;2253;0.652930403;0;0;5;3.7;0
26424;154;16380;25;0.434432995;0.997150997;2519;0.520473415;52;85;7.3;2.3;0
26425;149;14440;26;0.816666667;1;11392;0.996277966;60;98;10.7;2;0
26426;335;102410;115;0.726167497;0.895517547;10961;0.778952137;258;25000;3.7;2.3;0
26427;149;31112;27;0.818722944;1;342;1;0;0;2;1;0
26428;155;36766;100;0.732318026;0.989117984;6169;0.982404372;157;12329;10;6.3;1
26429;60;41400;64;0.707383373;0.887704259;3258;0.902343867;3;6080;12.3;4;0
26430;0;1086;1;0.666666667;0.888888889;403;0.888888889;4325;89368;3.7;3;1
26431;80;32120;46;0.858044733;0.994318182;6694;0.92800489;9;4310;13.7;11.3;0
26432;129;31978;31;0.74693559;1;6650;1;509;36323;12.7;4.7;0
26433;2;5873;7;0.706349206;0.64781746;15803;0.182591138;0;0;12;5;0
26434;26;18271;21;0.786638159;0.808296378;900;0.544444444;1122;44373;4.3;4;0
26435;57;19159;12;0.802892901;0.967813541;12571;1;12;20;10;4.7;0
26436;153;33045;77;0.808472556;0.939762468;9161;0.568742305;222;360;12.7;5;1
26437;129;31455;58;0.751676354;1;10740;0.997601919;0;0;2.3;1.7;1
26438;243;18935;42;0.57147492;0.975251142;4931;0.838271605;186;11520;6;5;0
26439;3;7023;6;0.775;0.6125;1788;0.642857143;2093;25113;1.7;1.3;0
26440;17;30385;27;0.750278035;0.598833461;11825;0.582130242;0;0;2;2;0
26441;50;6652;21;0.696661491;1;14394;0.878812975;91;9097;6;2.7;1
26442;101;26565;77;0.699262269;0.93288019;20194;0.75889982;0;0;15.7;8.7;0
26443;25;3203;24;0.755865103;0.97005772;24867;0.895201221;8;7615;15.7;7.3;0
26444;52;64466;40;0.803654137;0.912601549;12372;0.775874397;1021;65945;22;17.3;0
26445;6;11840;13;0.622224254;0.638168369;3419;0.618206555;3;12327;3.7;1.3;0
26446;4;8442;2;0.792929293;0.939393939;10056;0.679403929;142;11139;7.3;3.3;0
26447;12;8521;15;0.447621641;0.959694989;5983;0.983768349;2467;21688;6.7;3;0
26448;80;43807;60;0.82166913;0.991787089;15611;0.506574161;1974;66721;8;3;0
26449;47;51241;21;0.707668061;0.413291287;1539;0.215720423;4972;87957;4.7;2;1
26450;115;24490;15;0.676815794;0.906120571;1986;0.891443167;4;1774;6;3.7;0
26451;203;111789;45;0.792051006;0.821428892;2292;0.423611111;1102;101741;13.7;5;1
26452;1432;39468;72;0.703172568;1;4094;0.987047898;3202;38333;11.3;5;0
26453;11;22140;18;0.616759022;0.961210571;9325;0.928220755;0;0;6.7;4.3;0
26454;121;67920;105;0.802082885;0.973626891;9661;0.972362309;0;0;1.3;1.7;0
26455;24;36052;32;0.764912281;0.771264763;18597;0.564002275;25;40;6.3;3.7;0
26456;45;33294;42;0.810841194;0.828259942;4847;0.655149707;12;20;5.3;3;0
26457;0;306;0;1;1;371;1;945;5440;2.3;0.3;0
26458;113;41091;36;0.797229376;0.985389419;442;0.199298246;0;0;9.3;6.3;0
26459;6;2460;3;0.505952381;0.958333333;2686;0.926190476;457;29878;2.3;1.7;0
26460;56;16484;26;0.661264475;0.979799938;13964;0.926793785;0;0;8;1.7;0
26461;303;107114;187;0.789378525;0.985402197;26336;0.967046253;0;0;7.3;2.7;1
26462;343;20234;37;0.803283787;1;24294;0.99907919;1850;3000;12.7;5;0
26463;117;54748;38;0.75771087;0.945032934;23931;0.905334686;0;0;5;3.3;0
26464;144;67907;73;0.803979588;0.997530864;30939;0.984066793;0;0;16.7;6.3;0
26465;0;0;0;0;0;0;0;205;26174;1;0.7;0
26466;6;3833;8;0.884848485;0.193181818;696;0.214529915;9826;79006;3;1;0
26467;69;30122;47;0.820572544;0.944241253;2106;0.867188255;876;1420;5.3;3.7;0
26468;154;12611;28;0.538141007;0.947975666;1042;0.75;0;0;5.3;3.7;0
26469;67;31554;76;0.754908994;0.720329292;2525;0.788365508;0;0;13;4.3;0
26470;50;597;41;0.726186681;0.993506494;311;0.394444444;893;23556;1;0.3;0
26471;78;20972;26;0.722672673;0.964204204;24561;0.752553891;223;362;16.7;5.7;0
26472;295;25729;112;0.712168158;0.997400298;711;0.777777778;0;0;8;4.3;0
26473;36;36666;26;0.856657088;0.820003193;769;0.87037037;70;113;3.7;3;1
26474;132;88128;62;0.855537345;0.740902859;342;0.862299361;5960;126252;4;1.7;1
26475;5;8222;7;0.760416667;0.75;12906;0.836303538;934;10618;4.7;3.3;1
26476;200;56797;205;0.73620427;0.997442455;2731;0.95;31;0;6.3;4.3;0
26477;190;41331;147;0.865342526;0.996161781;10167;0.951465024;869;11000;9.3;5;1
26478;16;21467;17;0.717021591;0.940845904;197;0.722222222;82;133;5.7;2.7;0
26479;403;72311;60;0.586425532;0.941375887;18567;0.930213881;3736;66124;4.7;3;1
26480;14;6833;10;0.689153439;0.988095238;23881;0.926518734;185;12572;14;4.7;0
26481;214;86956;165;0.752826815;0.966673501;8194;0.89807508;0;0;8.7;6;0
26482;113;27286;19;0.707161949;0.798058565;1469;0.96969697;25;40;8.3;3.7;0
26483;60;34176;47;0.767155472;0.953034856;4625;0.920564955;1165;44879;3;2.3;0
26484;8;9611;8;0.689367816;0.917528736;24992;0.258107751;0;0;15;6.7;0
26485;20;26571;19;0.697474748;0.339057239;13211;0.401561914;37;60;10.7;3.7;0
26486;4;7732;3;0.833333333;0.733333333;1506;0.433986928;1120;39967;6;3.7;1
26487;321;23389;37;0.661374735;1;8722;0.998569385;1544;38890;6.3;4.7;1
26488;38;29363;20;0.744461698;0.9063147;122;1;572;927;3.7;2.3;0
26489;126;19236;21;0.770899471;0.976190476;5881;0.964969241;0;0;6.7;3.7;0
26490;4;11810;3;0.205128205;0.730769231;4217;0.739130435;3232;0;1;0.3;1
26491;85;45474;29;0.672725742;0.757656536;41728;0.479230124;0;0;13.7;5.3;0
26492;17;30257;25;0.701159951;0.947435897;664;0.878787879;0;0;6.7;2.3;0
26493;57;10695;11;0.887989204;0.772604588;8986;0.931884058;2068;3353;3.7;2.7;0
26494;8;19565;8;0.803689065;0.645922137;2850;0.55212585;0;0;1;0.7;0
26495;157;89329;76;0.781550802;0.764551679;3378;0.87952381;33;53;3;1;1
26496;3;4304;4;0.879220779;0.863059163;2192;0.540994624;2660;21415;1.7;1.3;0
26497;171;8353;16;0.619993895;0.994047619;903;0.9;1154;1872;3;2.3;0
26498;19;21263;27;0.82008547;0.958974359;6722;0.995614035;474;31957;4.7;4.3;0
26499;37;28556;34;0.794819315;0.997245179;3744;1;0;0;9.7;4;0
26500;481;33837;63;0.68011565;0.997835498;3183;0.816907776;0;0;12.7;5.3;0
26501;29;12064;11;0.795757576;0.975555556;3278;0.945195195;1370;2222;3.3;2;0
26502;1;2282;5;0.409688013;0.657361795;169;0;7196;66971;3.3;1.7;0
26503;259;39362;101;0.781305208;0.988919526;12206;0.984255158;0;0;15.3;3;0
26504;26;9946;13;0.680204116;0.974358974;2289;0.974324324;56;3274;3.7;2;0
26505;133;33374;79;0.701206896;0.994475138;21347;0.881535451;136;220;21.3;4.7;0
26506;62;20026;35;0.733867469;0.982339258;5022;0.934116112;5;2999;8.3;4.7;0
26507;110;58421;44;0.767494764;0.90667366;9422;0.736839158;5858;9500;4.3;3;0
26508;248;25638;64;0.506705489;0.99796748;1628;0.514137316;0;0;2.7;1.3;0
26509;74;20020;31;0.716686508;0.990476191;4036;0.888602625;555;900;5.7;1.7;0
26510;30;18082;21;0.833648231;0.969916045;23128;0.963594454;0;0;7.7;4.7;0
26511;9;11313;18;0.689777097;0.919644538;16618;0.76566773;16;4660;6.3;3.3;0
26512;1;1036;3;0.394736842;1;1074;1;3198;74683;5.7;4.7;0
26513;14;9067;11;0.869538077;0.838416265;1861;0.922312557;39;17616;2;2;0
26514;12;17001;14;0.815161467;0.590038314;2989;0.273214286;0;0;5.3;4;0
26515;0;1270;1;0.75;0.375;138;0.5;1067;59068;12;4;0
26516;276;30127;68;0.768428834;0.985717961;9567;0.965273228;62;100;3.7;1.7;1
26517;11;19590;13;0.766071429;0.976190476;658;1;723;1172;6.3;4.7;0
26518;74;41402;71;0.647451595;0.986149059;4278;0.974545455;0;0;13;7;0
26519;590;65469;116;0.808914021;0.993480573;10381;0.907141799;0;0;19.3;9.3;0
26520;440;43333;79;0.75204984;0.997627977;9014;0.313931624;458;24018;7.3;4.7;0
26521;97;65055;60;0.779835144;0.806386598;786;0.939393939;1028;1667;4.7;1.7;1
26522;17;18078;9;0.775412663;0.91591525;1392;0.7;0;0;3.3;1;1
26523;669;40774;112;0.729563753;1;4331;1;55;19943;13;1.7;0
26524;42;3646;7;0.77437276;0.972580645;20347;0.862802265;2090;3389;6.7;3;0
26525;72;23389;14;0.758566472;1;138;1;0;0;4.7;1.7;0
26526;8;21138;7;0.645502646;0.833862434;3253;0.797294984;56;90;4.3;2;0
26527;52;31762;15;0.711217949;1;1461;1;0;0;5.7;3.3;0
26528;699;86720;140;0.718530316;0.975101473;12897;0.855449545;347;563;26.7;13.7;0
26529;253;80104;239;0.792445636;1;14125;1;0;0;6;5.3;0
26530;40;58834;34;0.78120836;0.838926499;8742;0.827808825;8065;13078;5.7;3.3;0
26531;20;15099;15;0.705690653;0.971637051;14419;0.736104967;563;913;15.3;5;0
26532;133;22230;95;0.793172689;0.994104761;11953;0.747815892;0;0;9.3;4.7;0
26533;631;55214;86;0.666714299;1;186;1;1;5388;8.7;3.7;0
26534;381;52174;35;0.722489682;0.79060904;23878;0.896888824;5863;131498;15.7;10;0
26535;238;14646;36;0.686189089;0.955663919;947;0.374603175;29;6970;3.3;1.7;0
26536;21;30082;47;0.740117797;0.643213785;17259;0.39453833;844;14933;17.3;4.3;0
26537;12;6430;14;0.69271664;1;3519;1;1175;17168;4.3;1.7;0
26538;20;18322;8;0.701079852;0.055072464;161;0;0;0;1.3;1;0
26539;2;7247;11;0.61031746;0.923280423;3883;0.64954143;808;42520;4;2.7;0
26540;4;7024;7;0.792287582;0.605272331;7717;0.543662625;5391;8742;5.3;3;1
26541;206;52867;91;0.908860428;0.991237405;1967;1;1299;33334;4.7;2.3;0
26542;179;69655;73;0.733236064;0.823953908;1486;0.351249798;0;0;9.7;2.7;0
26543;0;2522;2;0.583333333;0.208333333;1867;0.96969697;165;31667;1.3;1;1
26544;262;17421;28;0.883643136;1;1528;1;1354;13333;7.3;5.3;0
26545;171;24359;42;0.705597586;0.990867375;15431;0.938096355;0;0;11.7;6.3;0
26546;10;9399;5;0.501633987;0.605392157;600;0.4;1072;47344;9.7;3;0
26547;257;18760;34;0.763890133;0.997126437;3336;0.974358974;0;0;7;3.7;0
26548;277;91777;44;0.798398599;0.900799857;6106;0.890432099;24;54626;4;1.3;0
26549;27;20802;39;0.813937112;0.922351183;5420;0.83805332;0;0;4.7;2.7;0
26550;63;12182;12;0.921052632;1;2308;0.906168831;1645;2667;3;0.7;0
26551;89;9999;12;0.669779694;0.972657611;4981;0.820188139;1126;16874;5;3;0
26552;75;33042;18;0.758267045;0.960767425;3522;0.899498091;37;60;5;2.3;0
26553;1;1207;0;0.666666667;1;0;0;3048;132432;3.3;1.3;1
26554;26;16250;21;0.774360568;1;9983;1;142;18942;9.3;5;0
26555;268;50889;139;0.78680645;0.998963193;4444;0.994535519;926;26005;11.7;10;1
26556;2;6162;8;0.813186813;0.903846154;18589;0.431161135;540;876;8.3;4.7;0
26557;250;29243;41;0.747564969;0.942050337;2431;0.329826202;0;0;13.3;3.7;0
26558;722;91942;41;0.7940353;0.955651358;1064;0.88;2258;53186;4.7;2.3;0
26559;22;30670;31;0.712864256;0.779538784;608;0.333333333;901;54299;6.7;3.7;1
26560;68;21319;47;0.902692363;1;2814;0.992505579;268;4686;5.7;2.3;1
26561;499;72761;243;0.740548727;0.99425508;11278;0.994054167;25;40;8;4.3;0
26562;143;19155;23;0.786228404;0.995884774;18636;0.936016975;1;2069;15.7;7.7;0
26563;363;28961;20;0.728543603;1;6303;0.983606557;61;1323;9;5.3;0
26564;1;1667;1;1;0.666666667;0;0;1116;31667;0.3;0.3;0
26565;105;35882;45;0.727420477;1;21003;0.99544585;375;22149;7;5.7;0
26566;296;29218;36;0.781243411;0.966951297;29517;0.98348067;0;0;14.3;2.3;0
26567;183;59464;53;0.758013939;0.956132288;12358;0.799334205;843;1367;5.7;3.3;1
26568;28;10843;13;0.783941425;0.995780591;5004;0.963855422;1196;18431;3.3;3;0
26569;38;16470;12;0.767310789;0.819142512;5397;0.908763925;0;0;6;2.3;1
26570;11;13138;13;0.893045925;0.91488828;12152;0.813209099;536;33527;6;4;0
26571;170;23214;98;0.790389455;0.994188298;2089;1;181;10830;7;6;0
26572;152;16202;14;0.823644609;0.97979798;21672;0.88410315;103;7211;10;4.3;0
26573;384;35008;144;0.750286114;0.987815021;8292;0.723436041;0;0;12.3;6.3;0
26574;12;16930;7;0.705854241;1;100;1;22;18927;1.7;1;0
26575;92;53129;59;0.815192529;0.980352778;2108;0.822916667;499;31667;2.7;2.3;1
26576;65;29271;27;0.755533708;0.995833333;2547;0.657322977;0;0;4.3;2.3;0
26577;19;16131;19;0.919721718;0.914236741;20117;0.928711248;7891;12797;6.3;3.7;0
26578;1615;78456;79;0.834117563;0.997821351;17661;0.829409184;234;380;7.7;2.3;1
26579;28;15619;4;0.17184265;1;19928;0.982362102;0;0;2;1.3;0
26580;2;7685;6;0.747807018;0.531798246;18353;0.201621182;37;60;3.7;1.3;1
26581;16;7495;9;0.84122807;1;1969;0.980392157;1223;98990;3;1.7;0
26582;103;41752;78;0.711990764;0.971586152;17858;0.976141977;176;7590;17.7;8.7;0
26583;4;7872;5;0.956815115;0.452391663;3064;0.198412698;917;26667;1.7;1.7;0
26584;67;3877;3;0.5;1;897;1;3476;72417;3.3;1.7;0
26585;87;4584;61;0.760587687;0.917247098;3392;0.766688038;764;29169;4;3;0
26586;2;2502;5;0.859903382;0.91884058;939;0.893162393;1251;44872;1.7;1;0
26587;196;22015;46;0.771924775;0.99845679;1154;0.438888889;0;0;5.3;1.7;0
26588;11;11892;10;0.676190476;0.966666667;7733;0.979461539;167;5869;6;3.7;0
26589;271;29793;76;0.72251071;0.997300237;7822;0.885332257;277;23020;10;7;1
26590;280;14802;13;0.632398604;0.962962963;1825;0.675108933;1751;2840;3;1.3;0
26591;2;3827;4;0.705337691;0.803376906;8669;0.720298872;640;13121;4;3.7;1
26592;99;50269;21;0.845951242;1;2469;1;0;0;7.3;3.3;0
26593;15;15900;25;0.699604743;0.971014493;683;1;5972;9685;8;4;0
26594;1;3226;3;0.725;0.491666667;20606;0.014210313;0;0;3.7;3;0
26595;61;31392;64;0.826842633;0.980762768;1306;0.818518519;0;0;2;2;0
26596;1;748;1;0.75;0.5;8517;0.021109192;4219;42856;4.3;3;0
26597;4;10609;4;0.852380952;0.542640693;2144;0.709578544;318;19861;0.3;0.3;0
